SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-21-2023,Single Family Residential,5126 S Dawson St,Seattle,WA,98118,1600000,4,3.5,Seward Park,2478,4000,2023,,646,,Sold,,,https://www.redfin.com/WA/Seattle/5126-S-Dawson-St-98118/home/489281,NWMLS as Distributed by MLS Grid,2127642,N,Y,47.555061,-122.2686808
PAST SALE,November-10-2022,Single Family Residential,4852 S Findlay St,Seattle,WA,98118,1650000,4,3.5,Seward Park,2627,5150,2022,,628,,Sold,,,https://www.redfin.com/WA/Seattle/4852-S-Findlay-St-98118/home/492659,NWMLS as Distributed by MLS Grid,2003631,N,Y,47.5521054,-122.270332
PAST SALE,September-25-2023,Single Family Residential,5749 S Eddy St,Seattle,WA,98118,1850000,5,3.5,Seward Park,3400,11527,2002,,544,,Sold,,,https://www.redfin.com/WA/Seattle/5749-S-Eddy-St-98118/home/489630,NWMLS as Distributed by MLS Grid,2141244,N,Y,47.5441458,-122.2593548
PAST SALE,August-4-2023,Single Family Residential,4223 S Graham St,Seattle,WA,98118,850000,4,3.0,Rainier Beach,2740,8750,1905,,310,,Sold,,,https://www.redfin.com/WA/Seattle/4223-S-Graham-St-98118/home/173543,NWMLS as Distributed by MLS Grid,2131723,N,Y,47.5457786,-122.2799835
PAST SALE,March-3-2023,Single Family Residential,3838 Cascadia Ave S,Seattle,WA,98118,2350000,4,4.5,Mt Baker,4470,18540,1925,,526,,Sold,,,https://www.redfin.com/WA/Seattle/3838-Cascadia-Ave-S-98118/home/488111,NWMLS as Distributed by MLS Grid,2029465,N,Y,47.5686621,-122.282527
PAST SALE,May-12-2023,Single Family Residential,8016 Beacon Ave S,Seattle,WA,98118,850000,4,3.0,Beacon Hill,2920,8490,1947,,291,,Sold,,,https://www.redfin.com/WA/Seattle/8016-Beacon-Ave-S-98118/home/480533,NWMLS as Distributed by MLS Grid,2050063,N,Y,47.5305012,-122.2875201
PAST SALE,September-1-2023,Single Family Residential,4405 S Myrtle St,Seattle,WA,98118,610000,4,2.0,Rainier Beach,1050,5349,1950,,581,,Sold,,,https://www.redfin.com/WA/Seattle/4405-S-Myrtle-St-98118/home/172824,NWMLS as Distributed by MLS Grid,2139080,N,Y,47.5387362,-122.2777807
PAST SALE,,Single Family Residential,5127 S Myrtle St,Seattle,WA,98118,1022700,4,3.5,,2670,3405,2004,,383,,,,,https://www.redfin.com/WA/Seattle/5127-S-Myrtle-St-98118/home/2064861,,,N,Y,47.5387113,-122.2688588
PAST SALE,September-5-2023,Single Family Residential,5957 33rd Ave S,Seattle,WA,98118,1015000,4,3.0,Beacon Hill,2441,9990,1956,,416,,Sold,,,https://www.redfin.com/WA/Seattle/5957-33rd-Ave-S-98118/home/478215,NWMLS as Distributed by MLS Grid,2132497,N,Y,47.5481422,-122.2906743
PAST SALE,May-22-2023,Single Family Residential,5301 Renton Ave S,Seattle,WA,98118,625000,4,1.0,Columbia City,1221,4074,1911,,512,,Sold,,,https://www.redfin.com/WA/Seattle/5301-Renton-Ave-S-98118/home/172688,NWMLS as Distributed by MLS Grid,2042815,N,Y,47.5541223,-122.2868512
PAST SALE,November-29-2022,Single Family Residential,5115 S Roxbury St,Seattle,WA,98118,531000,4,1.0,Rainier Beach,1240,4842,1916,,428,,Sold,,,https://www.redfin.com/WA/Seattle/5115-S-Roxbury-St-98118/home/177206,NWMLS as Distributed by MLS Grid,2006007,N,Y,47.5165839,-122.2686136
PAST SALE,March-22-2023,Single Family Residential,4527 52nd Ave S,Seattle,WA,98118,1450000,5,2.5,Lakewood,3290,9600,1909,,441,,Sold,,,https://www.redfin.com/WA/Seattle/4527-52nd-Ave-S-98118/home/489333,NWMLS as Distributed by MLS Grid,2030624,N,Y,47.5621019,-122.2685844
PAST SALE,April-5-2023,Single Family Residential,3807 Lake Washington Blvd S,Seattle,WA,98118,1762500,4,3.0,Seward Park,2910,4837,1956,,606,,Sold,,,https://www.redfin.com/WA/Seattle/3807-Lake-Washington-Blvd-S-98118/home/488265,NWMLS as Distributed by MLS Grid,2038182,N,Y,47.5698256,-122.2763812
PAST SALE,July-24-2023,Single Family Residential,3700 Cascadia Ave S,Seattle,WA,98144,3172500,5,3.5,Mt Baker,4120,7458,1914,,770,,Sold,,,https://www.redfin.com/WA/Seattle/3700-Cascadia-Ave-S-98144/home/488602,NWMLS as Distributed by MLS Grid,2071824,N,Y,47.5705088,-122.2825016
PAST SALE,July-5-2023,Single Family Residential,9329 53rd Ave S #9329,Seattle,WA,98118,631000,6,2.0,Rainier Beach,2360,4953,1943,,267,21,Sold,,,https://www.redfin.com/WA/Seattle/9329-53rd-Ave-S-98118/unit-9329/home/185311278,NWMLS as Distributed by MLS Grid,2062988,N,Y,47.5180751,-122.2665881
PAST SALE,September-13-2023,Single Family Residential,4218 S Orcas St,Seattle,WA,98118,825000,5,2.5,Columbia City,2560,6180,1910,,322,,Sold,,,https://www.redfin.com/WA/Seattle/4218-S-Orcas-St-98118/home/172888,NWMLS as Distributed by MLS Grid,2139892,N,Y,47.5514107,-122.2798791
PAST SALE,,Single Family Residential,3558 S Morgan St,Seattle,WA,98118,935000,4,2.5,,2280,6033,2017,,410,,,,,https://www.redfin.com/WA/Seattle/3558-S-Morgan-St-98118/home/22525842,,,N,Y,47.5447349,-122.2864251
PAST SALE,September-5-2023,Single Family Residential,4401 S Holly St,Seattle,WA,98118,775000,4,2.5,Hillman City,2000,5880,1905,,388,,Sold,,,https://www.redfin.com/WA/Seattle/4401-S-Holly-St-98118/home/173024,NWMLS as Distributed by MLS Grid,2140252,N,Y,47.5422866,-122.2779395
PAST SALE,,Single Family Residential,9376 Beacon Ave S,Seattle,WA,98118,680000,5,2.5,,1980,3868,1989,,343,,,,,https://www.redfin.com/WA/Seattle/9376-Beacon-Ave-S-98118/home/175157,,,N,Y,47.5171367,-122.2750041
PAST SALE,September-6-2023,Single Family Residential,9642 53rd Ave S,Seattle,WA,98118,585000,4,2.0,Seattle,1280,4750,1966,,457,,Sold,,,https://www.redfin.com/WA/Seattle/9642-53rd-Ave-S-98118/home/176091,NWMLS as Distributed by MLS Grid,2133216,N,Y,47.5155338,-122.2662482
PAST SALE,February-13-2023,Single Family Residential,8631 39th Ave S,Seattle,WA,98118,875000,5,3.0,Beacon Hill,2070,5922,1962,,423,,Sold,,,https://www.redfin.com/WA/Seattle/8631-39th-Ave-S-98118/home/479686,NWMLS as Distributed by MLS Grid,2020687,N,Y,47.5250809,-122.2839708
PAST SALE,August-3-2023,Single Family Residential,6501 57th Ave S,Seattle,WA,98118,1475000,4,3.5,Seward Park,2523,1,2023,,585,55,Sold,,,https://www.redfin.com/WA/Seattle/6501-57th-Ave-S-98118/home/185684534,NWMLS as Distributed by MLS Grid,2101830,N,Y,47.5440988,-122.2621175
PAST SALE,July-28-2023,Single Family Residential,8501 39th Ave S,Seattle,WA,98118,700000,5,2.5,Seattle,1910,5077,1968,,366,,Sold,,,https://www.redfin.com/WA/Seattle/8501-39th-Ave-S-98118/home/480754,NWMLS as Distributed by MLS Grid,2071225,N,Y,47.526754,-122.2839492
PAST SALE,August-14-2023,Single Family Residential,7011 Seward Park Ave S,Seattle,WA,98118,1550000,5,4.0,Seward Park,3400,5002,2016,,456,,Sold,,,https://www.redfin.com/WA/Seattle/7011-Seward-Park-Ave-S-98118/home/69353954,NWMLS as Distributed by MLS Grid,2062705,N,Y,47.5394299,-122.2674227
PAST SALE,,Single Family Residential,5245 S Morgan St,Seattle,WA,98118,1616800,6,4.5,,5010,11025,1949,,323,,,,,https://www.redfin.com/WA/Seattle/5245-S-Morgan-St-98118/home/492576,,,N,Y,47.5440997,-122.2652105
PAST SALE,,Single Family Residential,3815 S Juneau St,Seattle,WA,98118,1800000,4,2.0,,2780,16224,1905,,647,,,,,https://www.redfin.com/WA/Seattle/3815-S-Juneau-St-98118/home/172809,,,N,Y,47.5494948,-122.2839583
PAST SALE,April-14-2023,Townhouse,4531 B Rainier Ave S,Seattle,WA,98118,899000,4,3.0,Columbia City,2279,840,2016,,394,,Sold,,,https://www.redfin.com/WA/Seattle/4531-Rainier-Ave-S-98118/home/104198576,NWMLS as Distributed by MLS Grid,2025979,N,Y,47.5619613,-122.2879356
PAST SALE,November-28-2022,Single Family Residential,4223 S Elmgrove St,Seattle,WA,98118,700000,6,2.0,Seattle,2230,5300,1979,,314,,Sold,,,https://www.redfin.com/WA/Seattle/4223-S-Elmgrove-St-98118/home/480370,NWMLS as Distributed by MLS Grid,1989751,N,Y,47.5301012,-122.2796933
PAST SALE,April-20-2023,Single Family Residential,9625 60th Ave S,Seattle,WA,98118,620000,4,1.0,Upper Rainier Beach,2040,5650,1907,,304,,Sold,,,https://www.redfin.com/WA/Seattle/9625-60th-Ave-S-98118/home/177003,NWMLS as Distributed by MLS Grid,2022100,N,Y,47.5159115,-122.2585268
PAST SALE,October-17-2023,Single Family Residential,3829 S Orcas St,Seattle,WA,98118,745000,4,3.0,Columbia City,1920,5150,1920,,388,,Sold,,,https://www.redfin.com/WA/Seattle/3829-S-Orcas-St-98118/home/173374,NWMLS as Distributed by MLS Grid,2142888,N,Y,47.5510265,-122.2836818
PAST SALE,February-3-2023,Townhouse,4922 S Willow St Unit A,Seattle,WA,98118,635000,4,2.5,Columbia City,1810,1414,2017,,351,100,Sold,,,https://www.redfin.com/WA/Seattle/4922-S-Willow-St-98118/unit-A/home/182777022,NWMLS as Distributed by MLS Grid,2016253,N,Y,47.5408875,-122.2706789
PAST SALE,May-8-2023,Townhouse,4918 S Willow St Unit B,Seattle,WA,98118,635000,4,2.5,Hillman City,1550,1131,2017,,410,115,Sold,,,https://www.redfin.com/WA/Seattle/4918-S-Willow-St-98118/unit-B/home/184182215,NWMLS as Distributed by MLS Grid,2034084,N,Y,47.5410552,-122.2706766
PAST SALE,July-27-2023,Single Family Residential,4415 48th Ave S,Seattle,WA,98118,1500000,5,3.5,Seward Park,3960,10800,1956,,379,,Sold,,,https://www.redfin.com/WA/Seattle/4415-48th-Ave-S-98118/home/491896,NWMLS as Distributed by MLS Grid,2054013,N,Y,47.5635735,-122.2735572
PAST SALE,February-3-2023,Single Family Residential,9343 48th Ave S,Seattle,WA,98118,645000,5,2.5,Upper Rainier Beach,2000,4190,1983,,323,,Sold,,,https://www.redfin.com/WA/Seattle/9343-48th-Ave-S-98118/home/175166,NWMLS as Distributed by MLS Grid,1998986,N,Y,47.5177906,-122.2734686
PAST SALE,June-22-2023,Single Family Residential,3837 Cascadia Ave S,Seattle,WA,98118,1771000,4,3.5,Mt Baker,2850,5871,1929,,621,,Sold,,,https://www.redfin.com/WA/Seattle/3837-Cascadia-Ave-S-98118/home/489026,NWMLS as Distributed by MLS Grid,2044503,N,Y,47.5687123,-122.2831827
PAST SALE,March-7-2023,Townhouse,5061 37TH Ave S,Seattle,WA,98118,680000,4,3.0,Columbia City,1560,1996,1927,,436,5,Sold,,,https://www.redfin.com/WA/Seattle/5061-37th-Ave-S-98118/home/182894150,NWMLS as Distributed by MLS Grid,2017339,N,Y,47.5556001,-122.2864565
PAST SALE,January-12-2023,Single Family Residential,8320 Seward Park Ave S,Seattle,WA,98118,1075000,5,3.0,Rainier Beach,2540,5452,1966,,423,,Sold,,,https://www.redfin.com/WA/Seattle/8320-Seward-Park-Ave-S-98118/home/489799,NWMLS as Distributed by MLS Grid,1995414,N,Y,47.5289505,-122.2659645
PAST SALE,August-21-2023,Single Family Residential,6228 48th Ave S,Seattle,WA,98118,915000,5,3.5,Seward Park,2310,7296,2000,,396,,Sold,,,https://www.redfin.com/WA/Seattle/6228-48th-Ave-S-98118/home/492876,NWMLS as Distributed by MLS Grid,2070339,N,Y,47.5462189,-122.2723335
PAST SALE,,Single Family Residential,9718 Rainier Ave S,Seattle,WA,98118,1000000,5,2.0,,2100,8072,1976,,476,,,,,https://www.redfin.com/WA/Seattle/9718-Rainier-Ave-S-98118/home/177715,,,N,Y,47.5162605,-122.2540199
PAST SALE,November-3-2022,Single Family Residential,6705 38th Ave S,Seattle,WA,98118,820000,4,2.5,Beacon Hill,2320,5001,2004,,353,,Sold,,,https://www.redfin.com/WA/Seattle/6705-38th-Ave-S-98118/home/2092184,NWMLS as Distributed by MLS Grid,1951546,N,Y,47.542228,-122.2850198
PAST SALE,August-25-2023,Single Family Residential,8320 38th Ave S,Seattle,WA,98118,810000,4,3.0,Beacon Hill,3149,6638,1909,,257,,Sold,,,https://www.redfin.com/WA/Seattle/8320-38th-Ave-S-98118/home/480582,NWMLS as Distributed by MLS Grid,2055792,N,Y,47.5289296,-122.284639
PAST SALE,July-14-2023,Single Family Residential,4409 S Angeline St,Seattle,WA,98118,825000,4,2.0,Columbia City,1920,10800,1959,,430,,Sold,,,https://www.redfin.com/WA/Seattle/4409-S-Angeline-St-98118/home/492134,NWMLS as Distributed by MLS Grid,2027680,N,Y,47.5592247,-122.277733
PAST SALE,January-27-2023,Single Family Residential,5230 S Juneau St,Seattle,WA,98118,2300000,5,3.5,Seward Park,3306,9107,2022,,696,,Sold,,,https://www.redfin.com/WA/Seattle/5230-S-Juneau-St-98118/home/22528745,NWMLS as Distributed by MLS Grid,2004976,N,Y,47.5498468,-122.2659568
PAST SALE,September-7-2023,Single Family Residential,5543 S Morgan St,Seattle,WA,98118,1365000,4,3.5,Seward Park,2949,1,2023,,463,60,Sold,,,https://www.redfin.com/WA/Seattle/5543-S-Morgan-St-98118/home/489414,NWMLS as Distributed by MLS Grid,2061280,N,Y,47.5440916,-122.2623907
PAST SALE,,Single Family Residential,4449 S Morgan St,Seattle,WA,98118,550000,4,3.0,,1270,5335,1918,,433,,,,,https://www.redfin.com/WA/Seattle/4449-S-Morgan-St-98118/home/173716,,,N,Y,47.5440531,-122.2760942
PAST SALE,March-14-2023,Townhouse,3914 S Brandon St #1,Seattle,WA,98118,975000,4,3.5,Columbia City,2503,5011,2021,,390,,Sold,,,https://www.redfin.com/WA/Seattle/3914-S-Brandon-St-98118/unit-1/home/173845170,NWMLS as Distributed by MLS Grid,1723475,N,Y,47.5538105,-122.2828492
PAST SALE,January-5-2023,Single Family Residential,4830 S Othello St,Seattle,WA,98118,819000,5,2.5,Rainier Valley,2270,4000,1982,,361,,Sold,,,https://www.redfin.com/WA/Seattle/4830-S-Othello-St-98118/home/172777,NWMLS as Distributed by MLS Grid,1981318,N,Y,47.537137,-122.2713169
PAST SALE,May-12-2023,Single Family Residential,3906 S Pilgrim St,Seattle,WA,98118,505000,5,3.0,Beacon Hill,1731,6250,1980,,292,,Sold,,,https://www.redfin.com/WA/Seattle/3906-S-Pilgrim-St-98118/home/479893,NWMLS as Distributed by MLS Grid,2010907,N,Y,47.5159926,-122.2843427
PAST SALE,November-4-2022,Single Family Residential,9823 Arrowsmith Ave S,Seattle,WA,98118,889000,5,3.0,Lakeridge,3060,7006,1907,,291,,Sold,,,https://www.redfin.com/WA/Seattle/9823-Arrowsmith-Ave-S-98118/home/177525,NWMLS as Distributed by MLS Grid,1934974,N,Y,47.5134907,-122.2529659
PAST SALE,March-3-2023,Single Family Residential,7738 Seward Park Ave S,Seattle,WA,98118,1695000,4,3.0,Seward Park,3380,15323,2005,,501,17,Sold,,,https://www.redfin.com/WA/Seattle/7738-Seward-Park-Ave-S-98118/home/2094973,NWMLS as Distributed by MLS Grid,1989956,N,Y,47.532916,-122.2662612
PAST SALE,May-12-2023,Single Family Residential,5904 S Roxbury St,Seattle,WA,98118,730000,4,2.0,Upper Rainier Beach,1870,6959,1958,,390,,Sold,,,https://www.redfin.com/WA/Seattle/5904-S-Roxbury-St-98118/home/176524,NWMLS as Distributed by MLS Grid,2015506,N,Y,47.5169493,-122.2590294
PAST SALE,,Single Family Residential,4002 Cascadia Ave S,Seattle,WA,98118,1300000,5,2.0,,3560,5340,1955,,365,,,,,https://www.redfin.com/WA/Seattle/4002-Cascadia-Ave-S-98118/home/488748,,,N,Y,47.5677374,-122.2826119
PAST SALE,May-25-2023,Townhouse,4922 S Willow St Unit B,Seattle,WA,98118,650000,4,2.5,Columbia City,1810,1414,2017,,359,100,Sold,,,https://www.redfin.com/WA/Seattle/4922-S-Willow-St-98118/unit-B/home/177721001,NWMLS as Distributed by MLS Grid,2016267,N,Y,47.5408833,-122.2706809
PAST SALE,May-1-2023,Townhouse,5007 51st Ave S,Seattle,WA,98118,717800,5,2.5,Seward Park,2780,3949,1993,,258,,Sold,,,https://www.redfin.com/WA/Seattle/5007-51st-Ave-S-98118/home/2072603,NWMLS as Distributed by MLS Grid,2000332,N,Y,47.556677,-122.270295
PAST SALE,,Townhouse,4918 S Willow St Unit B,Seattle,WA,98118,635000,4,2.5,,1550,1131,2017,,410,,,,,https://www.redfin.com/WA/Seattle/4918-S-Willow-St-98118/unit-B/home/174027167,,,N,Y,47.5410552,-122.2706766
PAST SALE,,Single Family Residential,4615 S Genesee St,Seattle,WA,98118,723000,4,2.0,,1860,7200,1959,,389,,,,,https://www.redfin.com/WA/Seattle/4615-S-Genesee-St-98118/home/492113,,,N,Y,47.5638908,-122.2749953
PAST SALE,,Townhouse,4922 S Willow St Unit B,Seattle,WA,98118,650000,4,2.5,,1550,1131,2017,,419,,,,,https://www.redfin.com/WA/Seattle/4922-S-Willow-St-98118/unit-B/home/174027162,,,N,Y,47.5408833,-122.2706809
PAST SALE,,Single Family Residential,5530 S Holly St,Seattle,WA,98118,885000,4,2.0,,1760,11400,1907,,503,,,,,https://www.redfin.com/WA/Seattle/5530-S-Holly-St-98118/home/489491,,,N,Y,47.5428155,-122.2633735
PAST SALE,,Single Family Residential,9042 37th Ave S,Seattle,WA,98118,475000,4,2.0,,1850,4000,1978,,257,,,,,https://www.redfin.com/WA/Seattle/9042-37th-Ave-S-98118/home/480718,,,N,Y,47.5220631,-122.2856866
